fiber_id,sample_id,diameter_um,length_um,orientation_theta,orientation_psi,curvature,n_contacts,mean_contact_area_um2,volume_voxels
F003999,S021,8.88,1046.6,72.95,157.49,0.01724,4,199.79,308
F004000,S021,9.95,925.7,57.34,156.86,0.00754,2,2.82,340
F004001,S021,12.93,1112.6,24.03,115.89,0.00936,3,10.51,640
F004002,S021,8.32,960.6,35.45,295.65,0.00189,1,5.96,231
F004003,S021,8.93,1013.5,45.42,331.31,0.01468,1,90.21,282
F004004,S021,6.16,1113.5,35.4,151.24,0.0116,5,175.66,132
F004005,S022,9.93,1305.4,69.13,266.44,0.01996,2,45.87,44
F004006,S022,5.87,1074.7,34.48,12.79,0.00136,1,56.76,16
F004007,S022,1.31,1024.8,17.16,124.44,0.0063,4,41.84,0
F004008,S022,5.9,997.5,64.0,146.4,0.00095,2,52.57,13
F004009,S022,7.52,1684.0,52.67,346.77,0.0105,6,136.84,37
F004010,S022,7.21,489.5,25.94,44.23,0.00654,0,0.0,10
F004011,S022,7.28,1207.1,62.75,64.08,0.00199,4,23.02,22
F004012,S022,8.48,1401.2,70.79,219.59,0.02962,5,165.25,36
F004013,S022,6.59,1289.0,83.59,263.79,0.00318,0,0.0,19
F004014,S022,4.6,1227.2,3.61,124.25,0.00052,4,13.09,10
F004015,S022,5.91,1105.0,72.34,175.32,0.00907,1,28.18,15
F004016,S022,4.3,1108.1,56.66,198.78,0.02142,2,137.94,6
F004017,S022,7.16,1317.9,24.97,305.55,0.00117,2,81.3,22
F004018,S022,8.1,1319.4,12.59,36.25,0.01744,1,82.19,32
F004019,S022,5.83,1048.8,2.69,290.88,0.00493,2,29.71,11
F004020,S022,8.25,1166.4,86.66,195.16,0.01209,3,72.94,28
F004021,S022,7.81,956.4,40.54,103.37,0.00324,1,5.35,21
F004022,S022,7.51,1145.2,88.2,3.93,0.00155,2,100.18,26
F004023,S022,4.93,1138.2,71.66,35.31,0.00715,1,12.95,11
F004024,S022,9.71,1602.4,20.16,280.58,0.00743,1,26.0,62
F004025,S022,7.05,1428.8,51.03,287.0,0.00629,2,16.86,24
F004026,S022,5.45,1351.5,74.41,197.51,0.00231,4,37.88,13
F004027,S022,6.09,1090.7,68.74,350.51,0.01379,4,63.45,14
F004028,S022,7.68,1362.8,72.31,147.4,0.01798,4,21.48,25
F004029,S022,5.24,1074.0,31.8,74.61,0.01116,2,72.83,9
F004030,S022,6.81,1202.2,35.19,340.12,0.00468,2,190.39,22
F004031,S022,7.16,1418.3,22.1,263.78,0.00124,1,50.29,31
F004032,S022,6.05,1040.2,22.82,118.34,0.00201,1,35.14,13
F004033,S022,8.33,826.5,46.39,156.91,0.03507,2,32.13,19
F004034,S022,6.92,1250.4,63.0,272.23,0.00119,1,120.5,26
F004035,S022,7.81,977.4,23.79,250.51,0.0017,1,64.1,22
F004036,S022,5.39,1197.3,70.2,166.01,0.01129,4,5.51,11
F004037,S022,6.64,1313.5,19.31,171.0,0.00167,3,1.18,18
F004038,S022,6.57,1260.0,17.63,89.11,0.00456,0,0.0,23
F004039,S022,6.69,1290.4,51.69,118.14,0.00074,3,36.69,20
F004040,S022,7.32,1183.2,17.91,254.29,0.01787,2,55.21,27
F004041,S022,6.78,1113.6,68.16,184.07,0.01891,2,29.59,21
F004042,S022,7.12,1175.5,54.94,295.2,0.01192,0,0.0,24
F004043,S022,7.91,1465.9,43.69,233.77,0.00463,1,30.94,31
F004044,S022,5.38,1183.4,7.85,155.21,0.0001,2,4.4,12
F004045,S022,6.01,1200.4,7.66,60.26,0.00179,3,52.64,15
F004046,S022,5.04,1169.9,13.11,288.24,0.0044,2,114.82,11
F004047,S022,7.17,1305.7,60.5,230.95,0.00651,2,9.77,27
F004048,S022,7.25,1068.7,60.79,74.95,0.00174,6,5.35,22
F004049,S022,7.09,938.3,21.12,329.47,0.03291,2,12.95,15
F004050,S022,7.04,1214.6,27.37,338.87,0.01516,6,56.45,21
F004051,S022,5.73,1105.0,22.99,49.12,0.00465,0,0.0,13
F004052,S022,3.25,1248.0,75.94,295.58,0.0577,4,20.18,5
F004053,S022,6.8,1515.7,3.51,267.41,0.01084,3,11.9,24
F004054,S022,6.31,1115.6,78.4,110.18,0.00654,5,83.1,19
F004055,S022,5.97,1007.7,29.42,27.25,0.00171,2,79.02,12
F004056,S022,8.38,1317.7,3.06,224.58,0.00948,0,0.0,38
F004057,S022,5.97,1039.1,60.37,18.48,0.00526,1,0.61,13
F004058,S022,7.65,1027.2,53.54,334.58,0.00835,2,32.9,18
F004059,S022,5.03,1064.7,2.84,270.79,0.00538,3,86.73,11
F004060,S022,6.83,1344.6,24.0,134.9,0.00275,3,216.92,25
F004061,S022,5.98,1129.7,50.46,67.93,0.00398,4,7.89,16
F004062,S022,7.51,1210.6,72.13,346.88,0.00127,2,74.17,21
F004063,S022,7.42,1119.3,30.52,254.67,0.0018,3,24.7,27
F004064,S022,4.69,1401.6,14.17,42.96,0.00276,1,56.31,9
F004065,S022,9.21,1626.1,46.14,340.18,0.01334,5,101.31,46
F004066,S022,7.32,1212.5,32.35,198.77,0.01458,3,7.09,19
F004067,S022,5.32,1054.5,7.77,65.19,0.00554,2,90.33,13
F004068,S022,8.12,1153.7,10.93,56.84,0.00573,2,13.71,27
F004069,S022,5.87,1061.1,41.63,40.28,0.01488,2,100.34,13
F004070,S022,8.12,1240.0,89.49,141.36,0.01101,1,12.52,34
F004071,S022,5.95,1156.2,67.11,142.56,0.00017,4,59.03,17
F004072,S022,6.86,1115.7,17.57,195.96,0.00513,1,36.15,21
F004073,S022,7.28,1190.4,41.99,284.82,0.00036,3,81.79,22
F004074,S022,3.95,1187.5,76.98,345.27,0.00832,1,6.29,6
F004075,S022,5.45,1173.7,85.32,254.01,0.00366,4,8.87,13
F004076,S022,7.4,1604.7,46.8,93.96,0.00601,1,20.99,27
F004077,S022,5.68,1360.8,0.11,344.66,0.01211,5,185.33,16
F004078,S022,8.15,1568.0,63.07,356.24,6e-05,5,146.31,41
F004079,S022,7.42,1509.5,58.52,235.63,0.01056,3,168.7,33
F004080,S022,5.44,1093.2,68.77,330.38,0.00649,4,29.62,14
F004081,S022,6.22,1091.7,18.64,315.46,0.00213,2,27.91,14
F004082,S022,7.36,1157.4,9.06,155.4,0.01675,1,97.24,27
F004083,S022,6.39,1310.6,47.19,289.17,0.00147,5,25.49,22
F004084,S022,7.5,1351.3,61.23,113.37,0.00403,8,18.01,25
F004085,S022,5.99,1394.5,1.94,164.14,0.00219,2,55.46,19
F004086,S022,10.78,1191.7,21.2,225.79,0.0062,2,0.13,57
F004087,S022,5.22,798.4,54.44,90.61,0.00164,3,88.66,9
F004088,S022,6.52,1253.2,77.9,192.54,0.03748,1,173.68,20
F004089,S022,6.6,839.2,31.53,103.03,0.00015,3,2.3,15
F004090,S022,4.51,1194.2,89.41,95.64,0.00793,4,7.9,8
F004091,S022,5.02,1471.7,61.32,146.45,0.00728,0,0.0,13
F004092,S022,8.94,1233.2,7.29,122.92,0.02179,4,11.68,33
F004093,S022,6.67,1447.3,15.32,136.48,0.00015,3,7.43,24
F004094,S022,6.3,610.5,73.66,150.02,0.00211,4,1.01,8
F004095,S022,7.72,1253.8,75.08,199.37,0.01194,0,0.0,33
F004096,S022,5.99,1184.4,74.96,320.52,0.00473,2,279.62,16
F004097,S022,8.02,1113.8,10.05,115.6,0.00736,2,45.8,28
F004098,S022,7.11,1192.0,61.75,141.01,0.0291,2,4.15,26
F004099,S022,6.03,1471.7,66.99,329.2,0.00971,7,33.92,22
F004100,S022,4.28,1093.8,34.72,79.36,0.01865,2,1.9,7
F004101,S022,7.01,1152.6,7.32,105.86,0.00027,6,33.96,20
F004102,S022,9.16,1419.8,20.99,213.34,0.00399,2,40.58,46
F004103,S022,6.26,1181.6,28.47,51.82,0.02418,1,40.49,17
F004104,S022,5.47,1213.5,25.11,200.43,0.01774,0,0.0,11
F004105,S022,5.76,1230.9,20.67,349.45,0.02057,1,48.67,13
F004106,S022,6.07,1454.8,62.21,323.48,0.0084,1,124.44,19
F004107,S022,9.07,1222.3,0.38,146.55,0.00213,5,9.36,45
F004108,S022,6.05,1176.1,68.33,88.2,0.01634,4,9.25,18
F004109,S022,4.21,1480.4,79.82,98.17,0.00082,2,19.98,10
F004110,S022,8.1,1374.1,13.98,66.12,0.01577,4,4.18,37
F004111,S022,8.26,1238.6,84.53,200.99,0.02148,2,16.42,34
F004112,S022,5.97,1504.5,45.92,190.61,0.01163,1,162.24,22
F004113,S022,6.88,871.5,54.69,7.84,0.01135,2,31.9,13
F004114,S022,9.67,1228.3,70.09,275.4,0.00475,2,48.53,41
F004115,S022,5.37,1170.1,88.89,182.65,0.03247,4,62.88,13
F004116,S022,8.69,1169.7,72.32,76.78,0.00056,1,10.17,28
F004117,S022,7.07,796.0,34.25,192.86,0.00416,5,14.09,15
F004118,S022,7.85,1143.3,44.75,69.93,0.00602,8,11.36,23
F004119,S022,5.0,1363.7,72.89,167.08,0.01583,2,57.56,15
F004120,S022,7.73,1001.3,78.7,25.12,0.0001,5,21.87,26
F004121,S022,8.09,1301.2,37.53,89.3,0.01296,2,35.46,26
F004122,S022,7.63,1390.1,35.88,187.63,0.01041,2,35.19,30
F004123,S022,8.16,1057.8,77.59,337.81,0.0061,0,0.0,21
F004124,S022,6.25,678.3,38.95,204.8,0.00402,2,103.67,10
F004125,S022,8.66,1486.8,88.7,302.28,0.01295,1,4.21,38
F004126,S022,7.49,1071.0,70.51,194.61,0.003,2,72.39,19
F004127,S022,4.79,1182.4,18.41,320.0,0.01179,4,2.14,11
F004128,S022,5.66,1217.1,33.98,62.14,0.00116,2,45.59,14
F004129,S022,7.68,702.2,6.42,196.01,0.02682,2,3.12,17
F004130,S022,8.31,1095.1,71.41,53.46,0.00363,2,109.14,31
F004131,S022,7.55,1229.7,67.38,149.82,0.00657,0,0.0,23
F004132,S022,2.43,1405.5,7.23,63.04,0.02118,3,2.62,2
F004133,S022,6.67,1355.9,66.61,296.3,0.01753,0,0.0,25
F004134,S022,8.6,1248.0,86.39,128.78,0.01305,2,18.0,40
F004135,S022,5.89,1637.5,52.32,208.45,0.00102,0,0.0,20
F004136,S022,5.29,1325.0,68.01,215.51,0.0004,5,22.82,14
F004137,S022,6.23,1170.3,50.07,248.21,0.00546,2,49.28,19
F004138,S022,6.9,1193.2,45.61,314.57,0.02373,1,87.49,18
F004139,S022,7.56,1191.3,10.75,117.04,0.0081,5,8.52,23
F004140,S022,7.33,1427.1,42.01,205.68,0.00391,2,168.9,33
F004141,S022,8.16,1084.8,21.39,65.04,0.00386,4,38.85,31
F004142,S022,7.79,1247.5,71.0,260.49,0.01247,1,68.67,26
F004143,S022,6.75,1320.0,19.33,55.73,0.01386,6,80.75,20
F004144,S022,5.87,1171.7,63.34,314.99,0.00554,1,132.06,13
F004145,S022,6.21,1374.5,52.39,198.55,0.00221,4,17.86,17
F004146,S022,6.07,925.0,60.27,218.24,0.00315,3,35.89,12
F004147,S022,8.26,1497.2,71.04,173.27,0.01238,1,83.78,39
F004148,S022,8.38,1134.0,76.84,312.6,0.00779,3,14.35,24
F004149,S022,4.92,1067.6,8.43,248.02,0.00795,0,0.0,10
F004150,S022,8.51,1129.6,29.0,127.44,0.00512,2,68.78,36
F004151,S022,7.7,1042.6,47.78,328.27,0.0101,4,21.19,24
F004152,S022,5.55,1370.0,16.36,164.86,0.00089,4,3.96,18
F004153,S022,6.59,1247.8,65.86,255.85,0.01479,0,0.0,18
F004154,S022,8.12,1230.4,6.65,243.14,0.01841,3,34.58,25
F004155,S022,4.26,1236.0,54.86,342.55,0.02965,4,147.76,10
F004156,S022,6.81,1307.5,83.2,331.55,0.00066,0,0.0,20
F004157,S022,6.55,1327.0,21.62,287.87,0.00247,4,15.33,21
F004158,S022,5.33,1218.0,85.94,357.54,0.00054,3,12.42,11
F004159,S022,8.91,1283.8,50.81,8.26,0.00975,2,11.41,32
F004160,S022,9.69,856.2,11.55,113.78,0.01394,2,6.37,32
F004161,S022,6.58,1613.8,3.1,55.82,0.00576,1,133.54,23
F004162,S022,5.83,1230.5,3.07,35.43,0.00144,3,0.48,18
F004163,S022,8.16,1236.8,75.75,199.76,0.00261,3,20.7,32
F004164,S022,7.03,1100.7,32.59,325.99,0.00223,2,2.59,22
F004165,S022,6.08,867.5,42.07,198.85,0.03135,4,75.76,11
F004166,S022,7.92,1233.1,54.9,230.48,0.03316,1,5.95,32
F004167,S022,9.17,1236.6,83.11,164.36,0.00012,3,5.81,37
F004168,S022,5.71,1391.9,76.23,97.27,0.02596,4,46.13,16
F004169,S022,6.61,1212.3,17.89,321.14,0.00155,1,134.26,19
F004170,S022,7.16,1563.0,52.49,92.46,0.02019,0,0.0,26
F004171,S022,8.06,980.7,70.08,329.96,0.01614,3,68.89,28
F004172,S022,7.96,1516.8,9.98,280.7,0.00293,2,144.23,35
F004173,S022,7.94,1182.8,80.97,273.52,0.00137,1,150.81,29
F004174,S022,6.93,1313.5,71.06,34.45,0.01127,2,50.53,20
F004175,S022,8.95,1338.3,5.46,327.29,0.00405,1,68.69,48
F004176,S022,8.61,1357.4,65.7,347.55,0.01131,5,122.43,34
F004177,S022,7.5,1383.9,56.8,339.8,0.00103,1,88.38,27
F004178,S022,7.88,1240.4,55.63,188.88,0.02174,2,5.12,23
F004179,S022,4.35,1052.6,60.39,356.56,0.03588,3,83.24,7
F004180,S022,8.57,1401.8,2.3,227.41,0.0131,3,30.33,33
F004181,S022,7.24,1288.7,58.1,153.59,0.00491,2,30.52,29
F004182,S022,8.72,1338.8,56.27,129.67,0.00949,4,31.44,37
F004183,S022,5.82,1147.4,31.84,267.45,0.01113,4,29.22,14
F004184,S022,6.57,1359.1,19.69,341.07,0.01545,2,22.13,21
F004185,S022,9.34,1433.7,89.78,31.82,0.01438,2,36.89,47
F004186,S022,6.5,1359.1,40.41,39.85,0.00925,1,15.48,20
F004187,S022,5.55,946.1,11.82,34.68,0.01113,3,17.57,10
F004188,S022,3.85,1265.1,52.06,179.25,0.01366,1,69.98,8
F004189,S022,3.44,1229.3,85.18,252.85,0.00799,6,19.45,6
F004190,S022,8.01,1217.2,33.73,143.48,0.00257,0,0.0,34
F004191,S022,7.06,1373.0,79.02,177.84,0.01052,5,78.4,29
F004192,S022,9.3,1051.3,53.09,141.73,0.00083,3,7.17,35
F004193,S022,10.11,1141.0,2.35,43.07,0.00088,3,12.19,48
F004194,S022,8.69,1335.1,23.87,158.24,0.02387,1,6.57,41
F004195,S022,8.82,1384.2,51.06,61.12,0.04015,3,46.86,41
F004196,S022,8.21,1303.6,23.85,337.11,0.00719,2,4.24,27
F004197,S022,9.28,1120.7,8.14,97.7,0.00616,4,37.12,32
F004198,S022,5.2,1435.4,66.31,74.07,0.01566,5,6.35,16
F004199,S022,5.81,1459.4,68.92,325.12,0.00978,2,12.29,18
F004200,S022,2.26,1327.8,32.7,164.25,0.00931,3,34.72,2
F004201,S022,7.67,861.7,11.79,104.2,0.01107,4,19.82,21
F004202,S022,5.59,1331.5,86.34,263.9,0.00955,2,39.97,13
F004203,S023,16.93,3239.3,79.7,133.66,0.01914,3,6.2,15972
F004204,S023,23.16,1781.7,56.98,208.33,0.0033,2,1.94,20815
F004205,S023,37.62,1520.9,76.0,218.5,0.00268,2,44.04,33065
F004206,S023,30.83,1554.0,75.38,116.39,0.00265,5,49.22,31724
F004207,S023,19.82,2450.2,85.76,311.36,0.00039,2,2.57,20164
F004208,S023,29.19,2144.0,16.3,299.74,0.00396,3,122.8,32526
F004209,S023,25.68,2812.9,49.11,229.52,0.00552,2,41.02,38214
F004210,S023,26.53,1951.7,48.14,134.39,0.02819,4,6.91,22407
F004211,S023,27.0,2057.5,35.81,226.01,0.00219,2,32.96,23437
F004212,S023,31.56,1926.7,24.98,275.24,0.00115,3,51.63,32420
F004213,S023,17.55,2149.0,13.26,146.91,0.04466,2,26.28,13513
F004214,S023,21.58,1509.9,22.5,159.87,0.01116,3,14.53,15304
F004215,S023,36.21,2224.0,37.11,211.43,0.01241,3,2.46,57378
F004216,S023,29.55,2182.7,14.58,79.14,0.00787,3,44.51,40842
F004217,S023,26.57,2141.5,63.48,319.39,0.00476,2,16.39,27213
F004218,S023,18.54,2262.9,44.74,70.33,0.00727,4,72.31,11413
F004219,S023,31.35,1598.1,69.01,53.03,0.00974,0,0.0,23785
F004220,S023,27.73,2211.2,40.24,337.19,0.00129,4,43.27,35071
F004221,S023,42.89,2543.8,47.87,269.36,0.00021,2,17.34,86796
F004222,S023,23.77,2237.0,45.31,49.78,0.01032,2,77.07,18567
F004223,S023,38.21,2053.9,18.15,318.29,0.00374,3,133.54,58177
F004224,S023,31.29,2129.6,69.66,212.36,0.00017,5,3.37,40422
F004225,S023,16.01,2449.2,51.81,122.03,0.00175,1,9.37,10235
F004226,S023,27.18,1976.3,84.64,67.26,0.00746,4,271.01,26347
F004227,S023,31.09,2068.0,78.91,79.34,0.01074,3,33.6,38204
F004228,S023,27.31,2503.1,13.4,223.79,0.00307,3,18.83,36185
F004229,S023,50.51,2153.0,60.65,315.01,0.00627,1,4.54,85598
F004230,S023,27.18,2169.7,68.63,43.16,0.00283,1,41.22,30219
F004231,S023,26.33,1612.2,14.02,146.58,0.00062,0,0.0,19160
F004232,S023,39.72,2161.2,37.69,170.89,0.0029,1,47.47,69678
F004233,S023,40.93,2246.7,49.69,288.88,0.00046,2,40.59,68917
F004234,S023,23.38,1259.7,15.49,144.46,0.00082,0,0.0,13772
F004235,S023,42.24,1791.4,65.11,177.04,0.01056,2,15.41,66408
F004236,S023,24.5,2273.5,33.05,306.93,0.01784,1,28.0,29610
F004237,S023,36.73,1837.6,37.6,268.11,0.00228,0,0.0,41791
F004238,S023,16.04,2392.0,55.06,359.16,0.00687,2,9.59,13348
F004239,S023,27.24,1574.0,85.94,275.66,0.01674,2,45.78,18214
F004240,S023,19.99,1777.5,53.69,297.64,0.00556,1,11.81,10828
F004241,S023,26.44,2193.7,36.65,336.91,0.00239,2,30.22,30872
F004242,S023,29.85,1689.2,9.32,357.9,0.00332,2,29.52,23176
F004243,S023,35.11,2506.1,13.54,70.94,0.00023,3,60.62,54591
F004244,S023,33.12,2143.9,8.66,289.56,0.00085,2,70.78,47414
F004245,S023,27.91,2570.4,47.57,236.73,0.00203,1,12.18,31761
F004246,S023,31.92,1566.0,85.8,263.49,0.01838,3,280.63,26400
F004247,S023,20.37,2737.1,75.81,306.05,0.02249,3,6.52,17706
F004248,S023,28.21,705.9,5.58,237.58,0.01405,3,78.05,11832
F004249,S023,39.4,1833.7,9.25,143.55,5e-05,5,121.58,55094
F004250,S023,17.21,2128.0,68.05,59.63,0.00126,4,110.5,11153
F004251,S023,40.44,2134.2,54.56,329.45,0.01176,0,0.0,57093
F004252,S023,47.98,1989.5,28.58,70.67,0.00655,2,2.08,100376
F004253,S023,35.5,1554.5,89.95,194.97,0.00588,1,23.46,37086
F004254,S023,19.22,2205.2,44.5,260.48,0.00839,3,30.06,14986
F004255,S023,25.0,1954.6,41.68,213.54,0.0097,3,72.93,22249
F004256,S023,23.58,1629.5,3.8,178.05,0.00233,4,22.1,16768
F004257,S023,29.57,1957.3,88.6,132.9,0.0,2,4.78,31750
F004258,S023,11.98,2465.0,75.21,259.63,0.01016,0,0.0,6923
F004259,S023,27.75,2429.7,4.75,201.49,0.00907,3,79.6,37055
F004260,S023,37.37,1920.4,22.7,46.04,0.00569,2,34.34,45281
F004261,S023,26.37,1897.8,69.31,274.91,0.00479,4,6.63,28239
F004262,S023,32.51,2290.6,80.23,153.68,0.00208,4,35.23,44789
F004263,S023,26.09,2592.0,6.29,94.22,0.02328,5,29.29,35717
F004264,S023,33.97,1652.7,60.47,270.51,0.00393,4,32.48,37988
F004265,S023,32.81,1624.7,49.44,97.54,0.00016,4,14.61,28121
F004266,S023,29.95,2558.0,57.93,13.67,0.00012,2,21.42,38743
F004267,S023,37.53,1501.8,22.85,222.77,0.02362,1,53.92,35469
F004268,S023,26.33,1809.9,3.51,306.51,0.01128,4,5.96,25344
F004269,S023,25.59,1693.8,52.66,2.81,0.00022,4,11.98,21294
F004270,S023,30.65,1682.6,38.1,322.18,0.0015,2,79.59,25616
F004271,S023,35.57,2164.3,32.79,139.94,0.00317,0,0.0,47494
F004272,S023,32.26,1401.6,43.28,62.12,0.00659,0,0.0,24943
F004273,S023,38.31,2374.9,30.53,164.77,0.01063,2,219.19,73520
F004274,S023,27.87,2489.5,79.53,58.93,0.0066,2,1.16,37683
F004275,S023,27.38,2580.1,46.92,79.5,0.02541,1,178.21,36554
F004276,S023,31.58,1478.7,62.16,236.46,0.01558,1,2.78,32011
F004277,S023,40.15,1475.7,20.64,173.31,0.01143,4,44.19,46564
F004278,S023,14.84,1043.3,59.28,191.33,0.01587,1,94.89,5037
F004279,S023,13.04,1754.7,63.01,10.77,0.00869,4,32.03,4742
F004280,S023,31.87,2627.7,16.82,234.43,0.02051,3,7.56,53919
F004281,S023,22.8,2464.2,63.32,98.68,0.01306,3,20.76,25269
F004282,S023,36.73,2223.4,54.01,141.77,0.00571,3,10.71,62373
F004283,S023,23.62,1963.5,72.92,134.81,0.01197,1,39.76,21576
F004284,S023,22.89,2018.4,8.98,278.93,0.0163,6,70.97,20407
F004285,S023,19.27,2483.5,23.36,59.09,0.02447,2,10.81,15557
F004286,S023,25.74,1297.2,7.05,196.21,0.00014,3,63.82,13216
F004287,S023,21.04,1574.2,18.52,120.44,0.01681,3,34.16,14322
F004288,S023,40.43,1991.6,35.83,64.45,0.00146,2,50.98,65646
F004289,S023,32.66,2344.7,61.05,3.88,0.00618,1,8.47,41148
F004290,S023,29.97,1520.1,55.86,118.81,0.00123,0,0.0,24890
F004291,S023,28.26,2247.7,7.38,305.97,0.00097,4,64.2,36323
F004292,S023,30.72,1627.1,44.73,269.75,0.00582,4,57.32,29456
F004293,S023,32.34,1572.0,27.36,318.43,0.00727,3,19.14,35839
F004294,S023,21.24,2605.6,46.93,31.61,0.00167,0,0.0,20559
F004295,S023,27.84,2596.1,37.4,345.86,0.00938,4,152.35,30907
F004296,S023,23.56,2086.3,59.37,281.72,0.00289,3,2.25,19167
F004297,S023,36.95,1958.3,83.46,51.88,0.00385,3,91.29,45599
F004298,S023,21.94,2152.8,30.57,98.02,0.0017,4,22.06,18733
F004299,S023,32.98,2574.4,71.08,28.98,0.0134,3,80.18,49688
F004300,S023,23.57,1879.2,21.4,214.82,0.00037,4,21.69,22190
F004301,S023,54.64,2060.7,64.87,164.59,0.01818,1,106.74,105437
F004302,S023,32.7,2490.5,84.69,214.98,0.02679,2,3.8,58534
F004303,S023,25.78,1910.2,9.41,148.98,0.00366,3,190.71,27702
F004304,S023,32.68,2006.1,75.08,189.63,0.01124,4,9.49,33012
F004305,S023,19.26,1582.3,65.35,62.17,0.00883,4,114.27,10637
F004306,S023,32.36,1787.0,14.62,350.71,0.00604,2,34.19,32647
F004307,S023,17.61,1546.8,12.55,43.64,0.02906,2,40.82,9649
F004308,S023,40.51,2321.5,18.51,272.44,0.00516,3,17.54,67426
F004309,S023,35.62,2139.0,79.77,267.26,0.00989,1,15.4,51114
F004310,S023,34.39,1963.9,53.22,358.96,0.01196,3,1.63,50979
F004311,S023,34.69,1166.3,36.1,262.27,0.00768,2,5.38,27370
F004312,S023,33.43,2021.7,60.72,325.07,0.0004,3,19.06,46248
F004313,S023,34.25,1699.5,20.9,305.14,0.00154,2,93.23,29405
F004314,S023,30.66,1581.4,77.35,269.26,0.006,5,52.65,29577
F004315,S023,15.3,2319.8,70.69,280.94,0.01496,4,127.43,8371
F004316,S023,32.22,1986.5,21.63,175.09,0.00457,3,32.66,38059
F004317,S023,31.73,2575.3,5.02,167.95,0.00756,3,21.68,45113
F004318,S023,25.27,2226.6,83.1,264.91,0.03288,4,1.91,24034
F004319,S023,35.01,861.1,39.79,233.52,0.01114,3,77.29,15541
F004320,S023,48.81,2084.0,75.93,53.65,0.02664,4,131.01,79397
F004321,S023,25.07,2192.1,43.89,188.13,0.00419,3,47.11,20562
F004322,S023,24.04,2335.7,76.47,248.82,0.07455,4,88.28,23001
F004323,S023,38.66,1508.1,85.12,189.4,0.0222,1,6.49,46845
F004324,S023,35.08,1932.6,52.84,91.65,0.02552,7,0.23,39654
F004325,S023,30.0,1466.1,51.0,20.93,0.00849,3,52.51,27378
F004326,S023,34.89,2159.0,21.37,80.38,0.00623,0,0.0,48910
F004327,S023,39.5,2055.0,57.58,196.41,0.00084,1,93.47,61729
F004328,S023,33.68,1991.7,24.23,14.47,0.01581,4,77.42,45227
F004329,S023,36.83,1890.9,59.28,296.78,0.02689,1,22.18,48484
F004330,S023,27.23,2292.9,67.13,192.83,0.0032,0,0.0,30665
F004331,S023,45.13,2104.8,21.51,198.22,0.01581,1,7.28,73052
F004332,S023,36.2,2374.2,35.87,336.78,0.00333,3,12.04,66095
F004333,S023,28.55,1998.6,56.09,59.95,0.0022,2,24.05,34024
F004334,S023,41.44,2112.0,73.21,280.64,0.0279,4,33.38,79184
F004335,S023,37.49,3050.0,75.39,186.75,0.01105,0,0.0,69488
F004336,S023,32.86,2311.6,69.86,60.05,0.0001,1,124.16,41264
F004337,S023,22.57,1986.8,89.9,180.46,0.02836,2,42.13,16841
F004338,S023,26.28,1748.1,57.6,91.37,0.00288,4,50.61,18220
F004339,S023,37.73,2303.5,65.42,270.3,0.00167,1,113.53,54268
F004340,S023,28.72,1816.5,52.71,126.49,0.00918,4,75.67,26103
F004341,S023,22.24,2072.9,56.02,226.85,0.00568,4,17.11,16078
F004342,S023,33.19,2090.0,35.2,137.43,0.01784,4,31.89,42127
F004343,S023,30.64,2458.4,68.34,96.24,9e-05,3,20.98,46212
F004344,S023,37.23,2565.7,24.86,130.27,0.01197,0,0.0,52225
F004345,S023,40.55,2454.5,68.41,313.85,0.00572,2,55.82,87504
F004346,S023,35.93,1646.6,25.25,197.25,0.01376,2,131.81,38465
F004347,S023,28.25,2503.3,11.3,350.69,0.01511,0,0.0,42549
F004348,S023,34.61,1331.6,28.45,345.78,0.00016,3,24.21,31891
F004349,S023,40.5,2338.1,12.82,237.52,0.00244,3,76.41,61239
F004350,S023,43.08,2878.8,52.34,296.78,0.0088,2,111.03,99554
F004351,S023,16.77,2067.8,88.8,124.74,0.04432,2,39.98,9525
F004352,S023,33.2,2311.8,47.66,76.86,0.00856,4,20.82,38386
F004353,S023,28.35,2067.5,18.75,173.66,0.00122,7,51.52,33390
F004354,S023,41.5,2519.8,58.84,349.64,0.00684,1,2.78,88312
F004355,S023,47.12,1235.1,77.41,156.99,0.02722,4,24.2,59372
F004356,S023,26.78,2348.2,77.59,230.0,0.00686,5,31.24,28728
F004357,S023,30.21,1897.9,11.22,172.51,0.0135,2,20.32,32907
F004358,S023,42.76,2033.9,23.92,248.67,0.00744,1,56.34,65991
F004359,S023,33.28,1114.0,36.2,264.56,0.00476,1,6.72,22644
F004360,S023,33.62,1673.3,89.67,163.87,0.03105,2,44.3,29911
F004361,S023,25.27,1919.1,23.51,99.93,0.00101,3,51.13,24890
F004362,S023,25.43,2047.7,29.5,42.25,0.01668,4,140.08,20542
F004363,S023,29.26,1536.8,32.1,139.3,0.002,3,21.56,24665
F004364,S023,32.6,1825.1,2.13,240.94,0.00018,5,25.8,38614
F004365,S023,24.75,2247.9,23.12,282.13,0.00201,3,0.6,24205
F004366,S023,31.91,1980.2,20.17,302.12,0.01325,0,0.0,38962
F004367,S023,25.11,2150.3,22.08,85.59,0.01519,1,82.85,28455
F004368,S023,35.62,2403.7,1.17,350.35,0.01937,6,12.21,57364
F004369,S023,40.27,1814.0,50.06,20.24,0.00998,4,137.37,46768
F004370,S023,35.72,2193.9,81.53,111.04,0.0076,2,34.37,41320
