contact_id,sample_id,fiber_id_1,fiber_id_2,contact_area_um2,angle_between_fibers
C001817,S016,F002891,F002993,179.84,55.85
C001818,S016,F003012,F002942,69.43,79.09
C001819,S016,F002951,F002900,201.76,14.92
C001820,S016,F002916,F002913,165.64,13.28
C001821,S016,F002915,F002889,104.4,53.9
C001822,S016,F002881,F002914,113.14,38.86
C001823,S016,F002891,F003047,5.64,81.36
C001824,S016,F003039,F002886,22.23,38.46
C001825,S016,F003008,F002985,257.16,46.59
C001826,S016,F003021,F002899,107.7,29.01
C001827,S016,F003018,F002924,98.05,74.07
C001828,S016,F002967,F002918,33.85,23.53
C001829,S016,F002997,F002991,57.06,55.72
C001830,S016,F002933,F002895,79.09,67.65
C001831,S016,F002905,F003016,50.41,6.15
C001832,S016,F002986,F002910,266.25,7.69
C001833,S016,F002939,F002955,44.41,89.71
C001834,S016,F002930,F003035,7.51,28.52
C001835,S016,F002905,F002941,121.3,72.99
C001836,S016,F002926,F002918,60.29,38.55
C001837,S016,F002916,F002897,37.47,79.79
C001838,S016,F003002,F003046,102.79,40.07
C001839,S016,F002964,F002987,64.99,27.96
C001840,S016,F002891,F003038,0.3,24.04
C001841,S016,F003025,F003009,96.79,11.06
C001842,S017,F003100,F003211,64.69,68.23
C001843,S017,F003200,F003203,105.43,68.21
C001844,S017,F003114,F003065,22.41,44.32
C001845,S017,F003197,F003164,81.62,62.36
C001846,S017,F003213,F003143,194.4,88.61
C001847,S017,F003212,F003181,34.06,33.12
C001848,S017,F003116,F003080,50.59,48.06
C001849,S017,F003098,F003111,70.89,80.46
C001850,S017,F003091,F003089,0.83,47.72
C001851,S017,F003075,F003060,2.08,20.1
C001852,S017,F003195,F003193,16.93,14.08
C001853,S017,F003186,F003239,74.17,36.39
C001854,S017,F003109,F003141,108.87,8.0
C001855,S017,F003078,F003148,252.03,87.33
C001856,S017,F003118,F003226,49.42,27.75
C001857,S017,F003155,F003214,22.13,78.72
C001858,S017,F003247,F003238,10.21,23.1
C001859,S017,F003144,F003103,2.5,40.55
C001860,S017,F003204,F003231,50.74,87.54
C001861,S017,F003248,F003126,8.33,39.69
C001862,S017,F003190,F003140,106.44,23.11
C001863,S017,F003129,F003141,6.37,15.04
C001864,S017,F003093,F003078,89.46,77.13
C001865,S017,F003097,F003166,56.35,39.59
C001866,S017,F003107,F003078,9.19,58.46
C001867,S017,F003112,F003245,282.99,15.91
C001868,S017,F003144,F003077,148.69,87.57
C001869,S017,F003212,F003246,12.2,48.14
C001870,S017,F003117,F003094,34.71,42.48
C001871,S017,F003220,F003228,14.62,57.98
C001872,S017,F003111,F003085,41.12,77.51
C001873,S017,F003178,F003131,45.65,7.15
C001874,S017,F003196,F003076,28.75,13.99
C001875,S017,F003163,F003234,85.54,11.49
C001876,S017,F003110,F003190,31.9,11.98
C001877,S017,F003171,F003111,167.25,78.12
C001878,S017,F003119,F003236,184.88,67.87
C001879,S017,F003242,F003114,88.35,82.52
C001880,S017,F003121,F003167,75.36,79.43
C001881,S017,F003161,F003227,49.31,47.74
C001882,S017,F003106,F003149,115.97,20.99
C001883,S017,F003159,F003101,19.3,79.99
C001884,S017,F003243,F003159,71.84,43.53
C001885,S017,F003168,F003148,7.67,63.47
C001886,S017,F003142,F003216,31.56,84.97
C001887,S017,F003153,F003167,127.3,72.33
C001888,S017,F003120,F003226,28.75,26.93
C001889,S017,F003082,F003197,70.92,73.47
C001890,S017,F003096,F003126,107.57,31.14
C001891,S017,F003069,F003230,70.15,14.68
C001892,S017,F003143,F003103,23.69,67.03
C001893,S017,F003156,F003162,41.85,62.21
C001894,S017,F003067,F003210,54.96,12.72
C001895,S017,F003100,F003153,129.11,54.58
C001896,S017,F003060,F003183,79.01,39.19
C001897,S017,F003101,F003185,60.94,36.43
C001898,S017,F003159,F003072,139.13,37.44
C001899,S017,F003105,F003244,126.91,78.23
C001900,S017,F003193,F003203,74.9,65.33
C001901,S017,F003175,F003134,48.77,60.27
C001902,S017,F003236,F003147,102.66,89.88
C001903,S017,F003129,F003236,8.56,22.63
C001904,S017,F003194,F003078,144.52,32.58
C001905,S017,F003126,F003071,8.33,17.45
C001906,S017,F003087,F003191,253.43,33.37
C001907,S017,F003161,F003142,43.55,34.31
C001908,S017,F003228,F003137,41.48,61.3
C001909,S017,F003197,F003075,9.97,68.74
C001910,S017,F003238,F003191,11.93,57.31
C001911,S017,F003071,F003185,91.97,84.52
C001912,S017,F003080,F003161,1.08,74.87
C001913,S017,F003082,F003078,43.79,84.02
C001914,S017,F003058,F003066,30.89,28.59
C001915,S017,F003247,F003078,58.6,65.91
C001916,S017,F003091,F003245,104.22,12.7
C001917,S017,F003113,F003223,123.02,45.18
C001918,S017,F003126,F003143,116.04,14.7
C001919,S017,F003171,F003097,189.89,88.36
C001920,S017,F003190,F003096,13.48,27.69
C001921,S017,F003154,F003178,131.45,40.54
C001922,S017,F003228,F003070,270.0,48.72
C001923,S017,F003063,F003078,159.8,87.68
C001924,S017,F003217,F003216,79.38,86.37
C001925,S017,F003185,F003096,75.76,45.62
C001926,S017,F003190,F003170,9.83,29.35
C001927,S017,F003103,F003174,14.37,83.84
C001928,S017,F003143,F003163,79.48,29.37
C001929,S017,F003076,F003248,612.43,47.82
C001930,S017,F003091,F003129,90.38,35.58
C001931,S017,F003146,F003134,150.74,76.52
C001932,S017,F003133,F003140,24.57,22.86
C001933,S017,F003126,F003168,33.77,87.56
C001934,S017,F003216,F003070,26.57,88.53
C001935,S017,F003163,F003235,38.68,71.09
C001936,S017,F003123,F003074,105.01,33.15
C001937,S017,F003145,F003242,2.66,7.77
C001938,S017,F003187,F003081,48.45,20.93
C001939,S017,F003083,F003092,50.12,64.32
C001940,S017,F003169,F003103,12.93,14.73
C001941,S017,F003128,F003192,22.57,11.96
C001942,S017,F003206,F003242,44.08,5.87
C001943,S017,F003089,F003099,76.75,6.75
C001944,S017,F003243,F003155,56.45,73.33
C001945,S017,F003191,F003218,12.66,49.29
C001946,S017,F003154,F003246,80.11,65.92
C001947,S017,F003071,F003201,142.84,5.32
C001948,S017,F003114,F003142,56.84,71.41
C001949,S017,F003077,F003155,90.0,12.4
C001950,S017,F003184,F003082,6.51,35.86
C001951,S017,F003208,F003230,165.44,30.6
C001952,S017,F003127,F003195,54.61,55.61
C001953,S017,F003217,F003198,9.76,28.42
C001954,S017,F003248,F003190,48.03,21.37
C001955,S017,F003229,F003099,0.02,73.3
C001956,S017,F003083,F003226,587.98,5.42
C001957,S017,F003102,F003150,12.06,38.19
C001958,S018,F003330,F003349,42.69,85.05
C001959,S018,F003414,F003379,36.68,76.18
C001960,S018,F003326,F003398,227.58,11.71
C001961,S018,F003356,F003389,53.86,31.23
C001962,S018,F003350,F003441,209.51,59.2
C001963,S018,F003251,F003264,52.8,71.47
C001964,S018,F003286,F003432,108.04,89.88
C001965,S018,F003360,F003257,34.71,70.79
C001966,S018,F003364,F003406,18.82,44.12
C001967,S018,F003358,F003300,10.95,56.42
C001968,S018,F003430,F003277,14.6,12.3
C001969,S018,F003396,F003342,165.52,59.31
C001970,S018,F003392,F003385,3.73,57.76
C001971,S018,F003362,F003376,251.68,39.77
C001972,S018,F003353,F003385,113.44,13.87
C001973,S018,F003388,F003277,13.8,58.76
C001974,S018,F003325,F003343,156.8,6.01
C001975,S018,F003279,F003417,140.73,70.81
C001976,S018,F003436,F003426,176.53,58.77
C001977,S018,F003311,F003368,100.27,85.07
C001978,S018,F003342,F003256,156.87,71.52
C001979,S018,F003305,F003414,6.68,84.5
C001980,S018,F003409,F003420,38.95,26.35
C001981,S018,F003360,F003346,25.83,85.04
C001982,S018,F003259,F003300,419.93,59.87
C001983,S018,F003334,F003323,127.49,33.26
C001984,S018,F003272,F003346,63.59,83.58
C001985,S018,F003304,F003370,6.92,5.28
C001986,S018,F003399,F003423,41.1,46.08
C001987,S018,F003323,F003387,53.38,6.04
C001988,S018,F003412,F003318,282.1,28.21
C001989,S018,F003432,F003339,2.89,82.44
C001990,S018,F003356,F003261,28.57,14.44
C001991,S018,F003325,F003374,98.22,34.6
C001992,S018,F003392,F003297,17.45,78.84
C001993,S018,F003347,F003398,8.33,43.76
C001994,S018,F003352,F003362,121.35,15.49
C001995,S018,F003320,F003302,234.61,75.83
C001996,S018,F003321,F003408,94.74,45.27
C001997,S018,F003346,F003424,60.49,6.54
C001998,S018,F003256,F003403,98.34,32.5
C001999,S018,F003343,F003376,229.68,89.88
C002000,S018,F003319,F003363,60.6,63.8
C002001,S018,F003325,F003291,87.02,86.87
C002002,S018,F003438,F003384,30.63,30.04
C002003,S018,F003273,F003345,122.73,15.32
C002004,S018,F003402,F003333,31.01,52.05
C002005,S018,F003427,F003437,4.42,41.71
C002006,S018,F003426,F003342,184.91,79.3
C002007,S018,F003403,F003251,37.0,66.77
C002008,S018,F003279,F003319,19.57,86.67
C002009,S018,F003313,F003268,23.25,30.28
C002010,S018,F003422,F003404,86.73,65.28
C002011,S018,F003358,F003408,15.97,81.57
C002012,S018,F003270,F003353,131.55,44.44
C002013,S018,F003275,F003291,3.67,67.87
C002014,S018,F003394,F003273,171.37,65.32
C002015,S018,F003253,F003397,21.68,87.25
C002016,S018,F003381,F003295,35.38,33.2
C002017,S018,F003362,F003307,75.55,39.3
C002018,S018,F003381,F003377,270.75,89.5
C002019,S018,F003334,F003435,54.87,7.56
C002020,S018,F003364,F003426,10.71,66.0
C002021,S018,F003436,F003418,26.46,41.78
C002022,S018,F003275,F003362,227.87,29.7
C002023,S018,F003316,F003305,231.91,27.37
C002024,S018,F003331,F003285,171.36,52.86
C002025,S018,F003349,F003367,208.06,12.47
C002026,S018,F003402,F003371,58.59,20.67
C002027,S018,F003364,F003255,10.27,86.23
C002028,S018,F003316,F003273,72.29,7.07
C002029,S018,F003318,F003320,0.8,82.48
C002030,S018,F003255,F003408,124.8,7.11
C002031,S018,F003327,F003382,124.9,45.06
C002032,S018,F003314,F003284,218.55,5.88
C002033,S018,F003362,F003293,61.36,28.02
C002034,S018,F003325,F003308,13.81,52.36
C002035,S018,F003272,F003280,262.56,50.24
C002036,S018,F003333,F003397,62.23,42.92
C002037,S018,F003267,F003382,25.66,57.29
C002038,S018,F003388,F003257,49.31,10.47
C002039,S018,F003412,F003318,12.08,36.85
C002040,S018,F003266,F003282,81.97,78.57
C002041,S018,F003408,F003297,21.82,68.34
C002042,S018,F003343,F003290,57.06,67.59
C002043,S018,F003327,F003399,49.26,54.18
C002044,S018,F003335,F003297,40.7,58.47
C002045,S018,F003380,F003414,160.95,63.11
C002046,S018,F003329,F003321,107.16,10.79
C002047,S018,F003368,F003409,17.86,44.57
C002048,S018,F003303,F003280,8.33,64.6
C002049,S018,F003321,F003399,65.87,86.64
C002050,S018,F003363,F003305,51.8,30.69
C002051,S018,F003289,F003387,4.0,63.82
C002052,S018,F003401,F003330,19.88,6.54
C002053,S018,F003399,F003301,6.44,45.61
C002054,S018,F003412,F003409,2.7,76.24
C002055,S018,F003426,F003383,188.03,74.29
C002056,S018,F003313,F003266,3.16,34.2
C002057,S018,F003313,F003430,92.25,24.99
C002058,S018,F003387,F003272,114.13,45.37
C002059,S018,F003409,F003423,57.7,24.03
C002060,S018,F003311,F003258,81.81,28.91
C002061,S018,F003360,F003428,89.53,50.48
C002062,S018,F003415,F003435,112.3,77.96
C002063,S018,F003280,F003371,11.68,43.54
C002064,S018,F003422,F003410,112.98,66.69
C002065,S018,F003345,F003264,85.95,45.66
C002066,S018,F003378,F003333,2.78,84.18
C002067,S018,F003277,F003395,94.65,54.59
C002068,S018,F003253,F003339,58.09,44.27
C002069,S018,F003336,F003383,74.45,13.93
C002070,S018,F003252,F003311,100.65,88.45
C002071,S018,F003324,F003265,104.68,8.64
C002072,S018,F003335,F003346,12.68,13.36
C002073,S018,F003286,F003374,4.23,80.5
C002074,S019,F003442,F003523,88.9,30.48
C002075,S019,F003508,F003456,54.94,80.71
C002076,S019,F003634,F003599,5.75,22.03
C002077,S019,F003633,F003611,40.43,35.11
C002078,S019,F003561,F003556,5.92,39.91
C002079,S019,F003522,F003601,72.53,13.82
C002080,S019,F003545,F003505,46.82,30.3
C002081,S019,F003636,F003457,175.41,76.39
C002082,S019,F003634,F003536,67.51,71.92
C002083,S019,F003595,F003521,33.96,20.11
C002084,S019,F003545,F003456,5.61,51.44
C002085,S019,F003584,F003468,13.74,31.6
C002086,S019,F003646,F003626,3.87,63.11
C002087,S019,F003509,F003556,47.7,23.37
C002088,S019,F003531,F003516,35.64,89.45
C002089,S019,F003552,F003506,33.57,71.82
C002090,S019,F003572,F003460,231.51,42.38
C002091,S019,F003543,F003586,512.66,6.17
C002092,S019,F003449,F003569,186.93,42.71
C002093,S019,F003473,F003580,8.87,74.64
C002094,S019,F003596,F003511,138.0,12.64
C002095,S019,F003489,F003446,18.75,63.44
C002096,S019,F003607,F003522,52.01,26.55
C002097,S019,F003526,F003639,34.75,53.8
C002098,S019,F003582,F003449,141.19,34.12
C002099,S019,F003487,F003588,200.23,72.22
C002100,S019,F003466,F003582,30.3,78.03
C002101,S019,F003458,F003548,5.01,45.43
C002102,S019,F003594,F003603,182.79,16.67
C002103,S019,F003464,F003593,157.4,8.87
C002104,S019,F003567,F003617,0.75,78.13
C002105,S019,F003615,F003459,17.7,15.68
C002106,S019,F003499,F003520,150.03,66.35
C002107,S019,F003511,F003466,86.02,5.9
C002108,S019,F003462,F003522,143.98,62.87
C002109,S019,F003502,F003527,28.1,77.72
C002110,S019,F003518,F003553,25.64,24.85
C002111,S019,F003473,F003471,107.63,48.77
C002112,S019,F003456,F003552,73.53,8.76
C002113,S019,F003642,F003583,36.52,44.97
C002114,S019,F003591,F003612,71.18,79.53
C002115,S019,F003621,F003459,73.81,20.8
C002116,S019,F003515,F003468,92.66,53.78
C002117,S019,F003551,F003604,17.81,39.13
C002118,S019,F003481,F003610,74.27,19.44
C002119,S019,F003597,F003566,34.74,52.8
C002120,S019,F003554,F003537,25.35,57.58
C002121,S019,F003461,F003587,18.72,9.37
C002122,S019,F003618,F003569,35.26,45.0
C002123,S019,F003640,F003580,124.14,40.97
C002124,S019,F003447,F003596,134.53,66.68
C002125,S019,F003450,F003584,2.81,30.18
C002126,S019,F003477,F003501,80.65,20.44
C002127,S019,F003533,F003454,222.82,32.37
C002128,S019,F003525,F003549,101.03,89.7
C002129,S019,F003611,F003453,51.25,64.99
C002130,S019,F003598,F003501,28.98,21.62
C002131,S019,F003589,F003473,104.54,38.97
C002132,S019,F003516,F003540,9.41,11.48
C002133,S019,F003445,F003521,46.45,23.1
C002134,S019,F003571,F003625,338.0,85.21
C002135,S019,F003636,F003598,281.74,79.4
C002136,S019,F003507,F003457,37.62,78.87
C002137,S019,F003518,F003505,32.81,73.8
C002138,S019,F003618,F003522,9.71,23.7
C002139,S019,F003573,F003527,210.85,48.42
C002140,S019,F003646,F003595,43.41,32.64
C002141,S019,F003483,F003593,104.5,22.48
C002142,S019,F003557,F003482,21.96,61.59
C002143,S019,F003647,F003452,26.54,17.23
C002144,S019,F003523,F003611,83.85,30.73
C002145,S019,F003519,F003638,75.58,79.07
C002146,S019,F003625,F003526,11.53,52.62
C002147,S019,F003614,F003502,168.01,45.54
C002148,S019,F003526,F003568,0.02,45.27
C002149,S019,F003636,F003524,82.74,34.53
C002150,S019,F003576,F003478,216.53,70.31
C002151,S019,F003442,F003591,127.24,57.38
C002152,S019,F003578,F003467,34.91,58.02
C002153,S019,F003583,F003596,14.67,38.66
C002154,S019,F003484,F003519,108.51,8.19
C002155,S019,F003524,F003645,91.39,55.64
C002156,S019,F003488,F003542,49.86,38.01
C002157,S019,F003544,F003552,102.25,25.1
C002158,S019,F003528,F003529,99.95,33.65
C002159,S019,F003456,F003632,21.06,67.27
C002160,S019,F003582,F003574,143.46,50.21
C002161,S019,F003494,F003446,34.17,54.15
C002162,S019,F003611,F003636,140.56,60.69
C002163,S019,F003547,F003495,253.99,71.5
C002164,S019,F003585,F003530,99.78,27.25
C002165,S019,F003557,F003553,39.94,36.4
C002166,S019,F003534,F003618,3.14,17.97
C002167,S019,F003533,F003476,45.91,38.61
C002168,S019,F003615,F003553,53.94,84.54
C002169,S019,F003513,F003560,14.33,89.61
C002170,S019,F003487,F003585,39.47,71.09
C002171,S019,F003576,F003636,9.33,19.52
C002172,S019,F003566,F003525,241.83,7.66
C002173,S019,F003592,F003605,73.94,7.44
C002174,S019,F003598,F003571,41.19,72.35
C002175,S019,F003492,F003563,199.45,77.0
C002176,S019,F003477,F003499,88.81,60.74
C002177,S019,F003446,F003607,7.39,88.89
C002178,S019,F003461,F003645,7.61,36.62
C002179,S019,F003489,F003497,40.14,9.6
C002180,S019,F003621,F003584,95.98,26.99
C002181,S019,F003485,F003596,12.65,13.57
C002182,S019,F003492,F003612,23.47,39.67
C002183,S019,F003499,F003565,207.84,11.44
C002184,S019,F003493,F003639,160.11,65.81
C002185,S019,F003506,F003452,44.36,51.72
C002186,S019,F003634,F003580,80.29,65.88
C002187,S019,F003466,F003593,11.78,41.36
C002188,S019,F003636,F003643,0.16,69.65
C002189,S019,F003618,F003500,99.07,26.96
C002190,S019,F003607,F003605,327.88,41.93
C002191,S019,F003549,F003470,63.45,37.88
C002192,S019,F003631,F003494,8.66,23.44
C002193,S019,F003579,F003613,36.63,9.49
C002194,S019,F003506,F003488,135.37,46.36
C002195,S019,F003534,F003577,53.67,78.72
C002196,S019,F003541,F003574,124.08,14.25
C002197,S019,F003642,F003582,58.24,28.46
C002198,S019,F003510,F003496,267.63,50.58
C002199,S020,F003769,F003699,22.95,48.25
C002200,S020,F003653,F003769,2.07,56.23
C002201,S020,F003651,F003729,49.27,57.5
C002202,S020,F003666,F003742,91.94,53.57
C002203,S020,F003781,F003743,21.04,49.77
C002204,S020,F003705,F003666,94.81,78.65
C002205,S020,F003656,F003791,207.2,70.09
C002206,S020,F003668,F003752,97.38,63.95
C002207,S020,F003668,F003758,94.7,53.11
C002208,S020,F003807,F003650,50.83,81.38
C002209,S020,F003725,F003662,5.43,42.29
C002210,S020,F003662,F003804,11.78,27.23
C002211,S020,F003748,F003798,79.38,36.0
C002212,S020,F003773,F003816,90.01,82.67
C002213,S020,F003819,F003810,229.89,27.85
C002214,S020,F003777,F003783,59.51,51.08
C002215,S020,F003706,F003819,47.75,60.6
C002216,S020,F003720,F003672,104.5,80.77
C002217,S020,F003718,F003820,113.51,24.2
C002218,S020,F003765,F003811,50.93,80.57
C002219,S020,F003661,F003793,184.69,76.5
C002220,S020,F003736,F003802,11.34,85.36
C002221,S020,F003677,F003729,0.54,46.2
C002222,S020,F003753,F003699,12.71,53.9
C002223,S020,F003776,F003730,47.57,28.15
C002224,S020,F003781,F003760,15.71,70.63
C002225,S020,F003784,F003744,37.66,71.23
C002226,S020,F003671,F003733,69.38,17.17
C002227,S020,F003710,F003738,167.07,5.57
C002228,S020,F003711,F003675,34.54,26.61
C002229,S020,F003657,F003744,281.9,81.68
C002230,S020,F003744,F003794,13.53,34.54
C002231,S020,F003742,F003735,271.1,32.42
C002232,S020,F003737,F003720,29.97,11.82
C002233,S020,F003695,F003663,43.65,56.43
C002234,S020,F003816,F003683,81.01,13.21
C002235,S020,F003732,F003726,18.38,53.59
C002236,S020,F003760,F003694,2.5,31.09
C002237,S020,F003803,F003804,228.11,82.51
C002238,S020,F003683,F003765,14.49,38.37
C002239,S020,F003812,F003794,55.57,70.98
C002240,S020,F003816,F003681,113.87,79.78
C002241,S020,F003776,F003696,78.1,62.42
C002242,S020,F003746,F003784,67.54,82.3
C002243,S020,F003810,F003681,3.34,33.62
C002244,S020,F003665,F003687,29.61,12.77
C002245,S020,F003770,F003756,72.11,82.13
C002246,S020,F003687,F003783,1.32,38.16
C002247,S020,F003708,F003739,24.4,17.18
C002248,S020,F003809,F003712,160.0,86.07
C002249,S020,F003659,F003812,0.9,34.31
C002250,S020,F003724,F003783,169.38,62.4
C002251,S020,F003680,F003705,4.53,55.99
C002252,S020,F003656,F003794,60.39,52.38
C002253,S020,F003758,F003763,66.54,27.07
C002254,S020,F003786,F003653,226.58,88.85
C002255,S020,F003781,F003672,95.41,36.82
C002256,S020,F003693,F003808,52.15,53.19
C002257,S020,F003731,F003712,44.67,31.08
C002258,S020,F003807,F003738,54.36,35.53
C002259,S020,F003790,F003679,71.02,42.17
C002260,S020,F003800,F003791,56.93,69.84
C002261,S020,F003745,F003706,18.73,16.79
C002262,S020,F003689,F003781,1.26,61.4
C002263,S020,F003752,F003815,251.32,58.74
C002264,S020,F003725,F003756,8.19,69.36
C002265,S020,F003691,F003817,55.66,58.48
C002266,S020,F003673,F003727,7.11,73.91
C002267,S020,F003793,F003770,23.63,55.56
C002268,S020,F003710,F003744,166.7,15.71
C002269,S020,F003685,F003703,24.88,78.58
C002270,S020,F003677,F003672,112.16,56.8
C002271,S020,F003683,F003787,25.86,23.35
C002272,S020,F003769,F003735,74.92,32.59
C002273,S020,F003668,F003728,2.25,42.26
C002274,S020,F003810,F003817,24.26,51.87
C002275,S020,F003796,F003811,42.67,7.31
C002276,S020,F003815,F003743,66.86,17.94
C002277,S020,F003728,F003712,14.67,48.21
C002278,S020,F003799,F003669,164.8,51.61
C002279,S020,F003666,F003665,161.28,66.25
C002280,S020,F003760,F003764,39.8,26.93
C002281,S020,F003731,F003697,17.42,32.99
C002282,S020,F003767,F003757,4.85,16.79
C002283,S020,F003735,F003787,113.51,76.16
C002284,S020,F003681,F003680,290.03,83.86
C002285,S020,F003694,F003735,1.66,48.46
C002286,S020,F003685,F003748,88.39,9.0
C002287,S020,F003685,F003773,23.95,11.2
C002288,S020,F003795,F003814,160.35,5.37
C002289,S020,F003739,F003698,221.06,84.68
C002290,S020,F003695,F003679,21.66,78.02
C002291,S020,F003672,F003742,16.45,63.45
C002292,S020,F003687,F003695,143.84,36.32
C002293,S020,F003651,F003669,1.1,71.24
C002294,S020,F003776,F003802,25.2,47.12
C002295,S020,F003770,F003719,47.31,29.01
C002296,S020,F003791,F003778,30.83,12.96
C002297,S020,F003754,F003650,142.44,33.01
C002298,S020,F003723,F003680,165.32,5.8
C002299,S020,F003742,F003798,207.55,79.43
C002300,S020,F003742,F003752,62.97,16.91
C002301,S020,F003793,F003750,27.16,52.99
C002302,S020,F003654,F003681,33.02,73.24
C002303,S021,F003910,F003836,127.1,27.07
C002304,S021,F003837,F003864,29.63,27.84
C002305,S021,F003834,F003860,123.06,75.7
C002306,S021,F003962,F003949,18.0,60.82
C002307,S021,F003940,F003901,258.52,78.04
C002308,S021,F003874,F003884,4.41,41.5
C002309,S021,F003839,F003892,43.65,39.51
C002310,S021,F003869,F003899,3.78,56.3
C002311,S021,F003989,F003881,25.3,70.34
C002312,S021,F003956,F003912,3.53,72.98
C002313,S021,F003850,F003841,23.51,40.49
C002314,S021,F003914,F003987,122.7,68.68
C002315,S021,F003917,F003932,30.99,13.53
C002316,S021,F003918,F003969,52.46,5.8
C002317,S021,F003953,F003992,64.31,12.63
C002318,S021,F003983,F003986,136.89,21.81
C002319,S021,F003890,F003947,31.47,70.25
C002320,S021,F003923,F003860,63.16,68.52
C002321,S021,F003958,F003846,302.56,13.7
C002322,S021,F003917,F003943,373.44,31.71
C002323,S021,F003876,F003946,115.61,23.53
C002324,S021,F003977,F003875,98.1,51.25
C002325,S021,F003876,F003891,32.92,15.66
C002326,S021,F003936,F003989,53.64,79.03
C002327,S021,F003910,F003878,18.66,12.1
C002328,S021,F003990,F003997,120.95,36.0
C002329,S021,F003914,F003993,74.13,80.23
C002330,S021,F003824,F003881,141.59,68.81
C002331,S021,F003835,F003854,16.9,75.43
C002332,S021,F003947,F003884,61.21,78.5
C002333,S021,F003842,F003847,35.73,32.99
C002334,S021,F003857,F003954,120.31,68.72
C002335,S021,F003923,F003838,41.82,26.28
C002336,S021,F003907,F003959,7.57,80.61
C002337,S021,F003871,F003832,134.47,13.7
C002338,S021,F003838,F003988,154.32,21.85
C002339,S021,F003978,F003945,353.58,75.68
C002340,S021,F003910,F003914,102.31,34.94
C002341,S021,F003984,F003902,26.64,41.51
C002342,S021,F003968,F003895,103.67,25.88
C002343,S021,F003993,F003898,5.63,28.53
C002344,S021,F003846,F003851,80.43,85.44
C002345,S021,F003949,F003911,52.79,27.66
C002346,S021,F003890,F003858,63.43,39.43
C002347,S021,F003985,F003917,20.31,40.76
C002348,S021,F003879,F003829,109.95,61.69
C002349,S021,F003924,F003854,117.24,73.32
C002350,S021,F003918,F003846,53.48,61.67
C002351,S021,F003904,F003983,86.74,84.12
C002352,S021,F003958,F003847,8.97,12.93
C002353,S021,F003906,F003931,63.93,59.07
C002354,S021,F003872,F003871,6.74,26.19
C002355,S021,F003841,F003849,11.99,24.13
C002356,S021,F003993,F003967,9.87,46.02
C002357,S021,F003927,F003834,55.12,79.29
C002358,S021,F003917,F003953,126.45,66.45
C002359,S021,F004004,F003865,177.65,9.84
C002360,S021,F003876,F003907,74.74,11.45
C002361,S021,F003860,F003990,39.42,33.57
C002362,S021,F003961,F003842,416.85,82.98
C002363,S021,F003940,F003882,21.15,82.1
C002364,S021,F003883,F003944,83.7,19.9
C002365,S021,F003968,F003927,114.69,82.17
C002366,S021,F003988,F003897,126.42,51.78
C002367,S021,F003972,F003955,63.31,73.22
C002368,S021,F003938,F003947,156.16,63.62
C002369,S021,F003946,F003835,143.68,41.47
C002370,S021,F003828,F003906,100.27,36.95
C002371,S021,F003965,F004000,61.46,71.13
C002372,S021,F003871,F003991,34.82,79.47
C002373,S021,F003883,F003964,22.86,57.66
C002374,S021,F004000,F003988,66.25,79.42
C002375,S021,F003976,F003903,95.68,43.57
C002376,S021,F003901,F003991,221.66,66.47
C002377,S021,F003869,F003962,157.11,67.5
C002378,S021,F003922,F003960,3.5,48.61
C002379,S021,F003874,F003959,18.59,74.22
C002380,S021,F003935,F003828,31.3,63.03
C002381,S021,F003882,F003915,15.52,51.95
C002382,S021,F003887,F003829,436.5,12.8
C002383,S021,F003966,F003921,76.2,41.45
C002384,S021,F003975,F003887,271.64,78.67
C002385,S021,F003929,F003927,118.85,18.82
C002386,S021,F003860,F003912,143.3,20.76
C002387,S021,F003879,F003949,13.45,44.1
C002388,S021,F003916,F003863,44.14,28.52
C002389,S021,F003929,F003874,13.6,5.35
C002390,S021,F003903,F003893,137.02,8.34
C002391,S021,F003832,F003927,116.18,65.6
C002392,S021,F003937,F003946,42.89,88.14
C002393,S021,F003823,F003972,41.14,48.65
C002394,S021,F003951,F003888,144.84,44.21
C002395,S021,F003830,F003880,38.45,89.87
C002396,S021,F003900,F003845,120.24,39.05
C002397,S021,F003851,F003950,22.75,88.36
C002398,S021,F003862,F003944,97.04,56.41
C002399,S021,F003959,F003877,156.15,21.41
C002400,S021,F003842,F003856,202.44,12.76
C002401,S021,F003864,F004004,175.84,20.04
C002402,S021,F003944,F003990,22.82,88.34
C002403,S021,F003951,F004004,8.87,75.15
C002404,S021,F003927,F003993,67.52,72.66
C002405,S021,F003983,F003877,256.67,9.99
C002406,S021,F003943,F003828,369.86,70.2
C002407,S021,F003902,F003985,92.04,7.17
C002408,S021,F003909,F003963,97.52,47.65
C002409,S021,F003982,F003910,144.79,32.99
C002410,S021,F003893,F003911,1.25,34.75
C002411,S021,F003975,F003886,28.23,18.61
C002412,S021,F003854,F003903,25.18,79.14
C002413,S022,F004072,F004057,350.32,57.01
C002414,S022,F004087,F004130,78.53,40.25
C002415,S022,F004086,F004024,197.18,66.29
C002416,S022,F004159,F004101,51.12,52.51
C002417,S022,F004154,F004015,45.78,58.78
C002418,S022,F004079,F004108,135.56,40.37
C002419,S022,F004046,F004015,386.3,43.55
C002420,S022,F004198,F004129,49.33,6.8
C002421,S022,F004181,F004014,37.73,33.95
C002422,S022,F004178,F004102,94.33,45.67
